"company_name","primary_state","confidence","reason","provider","slug","source_url","tracked_in_sources_csv","source_status","bucket_last_run","role_count_active","jobs_listed","jobs_relevant","jobs_inserted","jobs_skipped_old","jobs_skipped_irrelevant","fetch_failed","registry_source_kind","recommended_next_action","source_files_used"
"Monumental","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","monumental","https://jobs.ashbyhq.com/monumental","true","auto","irrelevant_only","","26","0","0","10","16","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Mosey","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","ashby","mosey","https://jobs.ashbyhq.com/mosey","true","auto","old_only","","2","0","0","2","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Munich Electrification","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","munich-electrification","https://jobs.ashbyhq.com/munich-electrification","true","auto","irrelevant_only","","34","0","0","2","32","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Neara","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","neara","https://jobs.ashbyhq.com/neara","true","auto","irrelevant_only","","36","0","0","2","34","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Neworbit","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","neworbit","https://jobs.ashbyhq.com/neworbit","true","auto","irrelevant_only","","10","0","0","6","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Niantic Spatial","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","niantic-spatial","https://jobs.ashbyhq.com/niantic-spatial","true","auto","productive","","5","1","0","0","4","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Noda Ai","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","noda-ai","https://jobs.ashbyhq.com/noda-ai","true","auto","productive","","12","7","0","5","0","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Northvectordynamics","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","northvectordynamics","https://jobs.ashbyhq.com/northvectordynamics","true","auto","productive","","6","1","0","0","5","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Northwoodspace","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","northwoodspace","https://jobs.ashbyhq.com/northwoodspace","true","auto","irrelevant_only","","57","0","0","18","39","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Observable Space","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","observable-space","https://jobs.ashbyhq.com/observable-space","true","auto","irrelevant_only","","18","0","0","2","16","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Obvio","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","obvio","https://jobs.ashbyhq.com/obvio","true","auto","irrelevant_only","","10","0","0","3","7","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Odys Aviation","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","odys-aviation","https://jobs.ashbyhq.com/odys-aviation","true","auto","productive","","15","12","0","2","1","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Oligo","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","oligo","https://jobs.ashbyhq.com/oligo","true","auto","irrelevant_only","","13","0","0","9","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Onebrief","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","onebrief","https://jobs.ashbyhq.com/onebrief","true","auto","irrelevant_only","","25","0","0","1","24","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"OnHires","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","OnHires","https://jobs.ashbyhq.com/OnHires","true","auto","productive","","49","2","0","0","47","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Orchard","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","orchard","https://jobs.ashbyhq.com/orchard","true","auto","irrelevant_only","","15","0","0","3","12","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Persona.Ai","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","persona.ai","https://jobs.ashbyhq.com/persona.ai","true","auto","productive","","12","1","0","8","3","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Physicalintelligence","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","physicalintelligence","https://jobs.ashbyhq.com/physicalintelligence","true","auto","irrelevant_only","","22","0","0","10","12","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Pirros","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","pirros","https://jobs.ashbyhq.com/pirros","true","auto","irrelevant_only","","3","0","0","0","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Pivotrobotics","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","pivotrobotics","https://jobs.ashbyhq.com/pivotrobotics","true","auto","irrelevant_only","","3","0","0","1","2","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Point One Navigation","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","point-one-navigation","https://jobs.ashbyhq.com/point-one-navigation","true","auto","productive","","9","1","0","5","3","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Poseidonaero","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","poseidonaero","https://jobs.ashbyhq.com/poseidonaero","true","auto","productive","","14","5","0","0","9","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Praxipal","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","praxipal","https://jobs.ashbyhq.com/praxipal","true","auto","irrelevant_only","","11","0","0","1","10","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"PrimeIntellect","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","PrimeIntellect","https://jobs.ashbyhq.com/PrimeIntellect","true","auto","irrelevant_only","","20","0","0","15","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Prior Labs","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","prior-labs","https://jobs.ashbyhq.com/prior-labs","true","auto","irrelevant_only","","15","0","0","7","8","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Pylon Labs","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","pylon-labs","https://jobs.ashbyhq.com/pylon-labs","true","auto","irrelevant_only","","29","0","0","16","13","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Quartermaster","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","quartermaster","https://jobs.ashbyhq.com/quartermaster","true","auto","irrelevant_only","","23","0","0","5","18","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Quilter","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","quilter","https://jobs.ashbyhq.com/quilter","true","auto","irrelevant_only","","5","0","0","2","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Rabot","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","rabot","https://jobs.ashbyhq.com/rabot","true","auto","irrelevant_only","","6","0","0","0","6","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Radiant Industries","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","radiant-industries","https://jobs.ashbyhq.com/radiant-industries","true","auto","irrelevant_only","","87","0","0","26","61","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Realmalliance","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","realmalliance","https://jobs.ashbyhq.com/realmalliance","true","auto","productive","","7","4","0","2","1","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Red6","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","red6","https://jobs.ashbyhq.com/red6","true","auto","irrelevant_only","","17","0","0","3","14","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Reflect Orbital","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","reflect-orbital","https://jobs.ashbyhq.com/reflect-orbital","true","auto","irrelevant_only","","19","0","0","17","2","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"ReflexRobotics","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","ReflexRobotics","https://jobs.ashbyhq.com/ReflexRobotics","true","auto","irrelevant_only","","6","0","0","5","1","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Reliable Robotics","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","reliable-robotics","https://jobs.ashbyhq.com/reliable-robotics","true","auto","productive","","62","9","0","8","45","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Rhoda Ai","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","rhoda-ai","https://jobs.ashbyhq.com/rhoda-ai","true","auto","irrelevant_only","","16","0","0","0","16","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Ridealso","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","Ridealso","https://jobs.ashbyhq.com/Ridealso","true","auto","irrelevant_only","","77","0","0","12","65","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Robco","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","robco","https://jobs.ashbyhq.com/robco","true","auto","irrelevant_only","","38","0","0","0","38","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Robin Radar","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","robin-radar","https://jobs.ashbyhq.com/robin-radar","true","auto","productive","","25","19","0","2","4","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Robot Learning Co","source_returned_zero_listings","high","listed_zero_or_is_empty_flag; underlying_ats_supported_by_daily_sync","ashby","robot-learning-co","https://jobs.ashbyhq.com/robot-learning-co","true","auto","empty","","0","0","0","0","0","false","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Scale Army Careers","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","Scale Army Careers","https://jobs.ashbyhq.com/Scale%20Army%20Careers","true","auto","irrelevant_only","","109","0","0","8","101","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Se3","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","se3","https://jobs.ashbyhq.com/se3","true","auto","productive","","12","5","0","6","1","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Seneca","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","ashby","seneca","https://jobs.ashbyhq.com/seneca","true","auto","old_only","","11","0","0","11","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sensmore","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","sensmore","https://jobs.ashbyhq.com/sensmore","true","auto","irrelevant_only","","8","0","0","2","6","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sentinel Eagle","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","sentinel-eagle","https://jobs.ashbyhq.com/sentinel-eagle","true","auto","productive","","3","1","0","0","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sereact","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","sereact","https://jobs.ashbyhq.com/sereact","true","auto","irrelevant_only","","29","0","0","1","28","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Serverobotics","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","serverobotics","https://jobs.ashbyhq.com/serverobotics","true","auto","productive","","57","1","0","9","47","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sesame","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","sesame","https://jobs.ashbyhq.com/sesame","true","auto","irrelevant_only","","29","0","0","16","13","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sfcompute","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","sfcompute","https://jobs.ashbyhq.com/sfcompute","true","auto","irrelevant_only","","14","0","0","3","11","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sine Engineering","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","Sine Engineering","https://jobs.ashbyhq.com/Sine%20Engineering","true","auto","productive","","15","11","0","1","3","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sine%20Engineering","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","Sine%20Engineering","https://jobs.ashbyhq.com/Sine%2520Engineering","true","auto","productive","","15","11","0","1","3","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Skydio","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","skydio","https://jobs.ashbyhq.com/skydio","true","auto","productive","","124","82","2","37","5","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Spear Ai","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","spear-ai","https://jobs.ashbyhq.com/spear-ai","true","auto","productive","","15","1","0","0","14","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sphere Defense","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","sphere-defense","https://jobs.ashbyhq.com/sphere-defense","true","auto","productive","","8","6","0","0","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Stainlessapi","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","stainlessapi","https://jobs.ashbyhq.com/stainlessapi","true","auto","irrelevant_only","","16","0","0","11","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"StandardBots","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","StandardBots","https://jobs.ashbyhq.com/StandardBots","true","auto","irrelevant_only","","37","0","0","1","36","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"StandInsurance","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","StandInsurance","https://jobs.ashbyhq.com/StandInsurance","true","auto","productive","","11","1","0","2","8","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Starpath.Space","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","starpath.space","https://jobs.ashbyhq.com/starpath.space","true","auto","irrelevant_only","","10","0","0","6","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Stealth Startup","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","stealth startup","https://jobs.ashbyhq.com/stealth%20startup","true","auto","productive","","3","2","0","0","1","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sunday","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","sunday","https://jobs.ashbyhq.com/sunday","true","auto","irrelevant_only","","30","0","0","14","16","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Sunrise","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","sunrise","https://jobs.ashbyhq.com/sunrise","true","auto","irrelevant_only","","11","0","0","2","9","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Swan","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","swan","https://jobs.ashbyhq.com/swan","true","auto","productive","","8","2","0","6","0","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Swarmer","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","swarmer","https://jobs.ashbyhq.com/swarmer","true","auto","productive","","16","11","0","1","4","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"T Robotics","source_fetch_failed","high","source_performance_fetch_failed_true; underlying_ats_supported_by_daily_sync","ashby","T-Robotics","https://jobs.ashbyhq.com/T-Robotics","true","auto","fetch_failed","","0","0","0","0","0","true","ats_api","investigate_slug","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Taekus","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","taekus","https://jobs.ashbyhq.com/taekus","true","auto","irrelevant_only","","7","0","0","3","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tandem","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","tandem","https://jobs.ashbyhq.com/tandem","true","auto","irrelevant_only","","25","0","0","21","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tempo Xyz","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","tempo-xyz","https://jobs.ashbyhq.com/tempo-xyz","true","auto","irrelevant_only","","17","0","0","5","12","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tensorwave","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","tensorwave","https://jobs.ashbyhq.com/tensorwave","true","auto","irrelevant_only","","30","0","0","13","17","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"TerraFirma","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","TerraFirma","https://jobs.ashbyhq.com/TerraFirma","true","auto","irrelevant_only","","22","0","0","19","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Terranova","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","terranova","https://jobs.ashbyhq.com/terranova","true","auto","irrelevant_only","","13","0","0","3","10","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Teza Technologies","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","teza-technologies","https://jobs.ashbyhq.com/teza-technologies","true","auto","irrelevant_only","","14","0","0","9","5","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"The Exploration Company","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","the-exploration-company","https://jobs.ashbyhq.com/the-exploration-company","true","auto","irrelevant_only","","104","0","0","32","72","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Treeswift","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","treeswift","https://jobs.ashbyhq.com/treeswift","true","auto","productive","","11","1","0","1","9","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Tycho Ai","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","tycho-ai","https://jobs.ashbyhq.com/tycho-ai","true","auto","productive","","7","5","0","0","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Unitxlabs","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","unitxlabs","https://jobs.ashbyhq.com/unitxlabs","true","auto","productive","","9","1","0","1","7","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Upvest","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","upvest","https://jobs.ashbyhq.com/upvest","true","auto","irrelevant_only","","33","0","0","7","26","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Vanta","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","vanta","https://jobs.ashbyhq.com/vanta","true","auto","irrelevant_only","","163","0","0","60","103","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Venn","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","venn","https://jobs.ashbyhq.com/venn","true","auto","irrelevant_only","","12","0","0","0","12","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Verne Robotics","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","Verne Robotics","https://jobs.ashbyhq.com/Verne%20Robotics","true","auto","irrelevant_only","","4","0","0","0","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Voxel","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","voxel","https://jobs.ashbyhq.com/voxel","true","auto","irrelevant_only","","8","0","0","1","7","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Voyant Photonics","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","ashby","voyant-photonics","https://jobs.ashbyhq.com/voyant-photonics","true","auto","productive","","22","5","0","15","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Watneyrobotics","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","ashby","watneyrobotics","https://jobs.ashbyhq.com/watneyrobotics","true","auto","old_only","","8","0","0","8","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Witnessai","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","witnessai","https://jobs.ashbyhq.com/witnessai","true","auto","irrelevant_only","","4","0","0","0","4","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Xbowcareers","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","xbowcareers","https://jobs.ashbyhq.com/xbowcareers","true","auto","irrelevant_only","","33","0","0","0","33","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Yumaai","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","ashby","yumaai","https://jobs.ashbyhq.com/yumaai","true","auto","old_only","","4","0","0","4","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Zauber","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","zauber","https://jobs.ashbyhq.com/zauber","true","auto","irrelevant_only","","7","0","0","4","3","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Zefir","needs_manual_review","medium","mixed_age_and_relevance_exclusion","ashby","zefir","https://jobs.ashbyhq.com/zefir","true","auto","irrelevant_only","","17","0","0","9","8","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Zydro","source_returned_jobs_all_old","high","all_listed_jobs_skipped_as_old_by_sync_policy; underlying_ats_supported_by_daily_sync","ashby","zydro","https://jobs.ashbyhq.com/zydro","true","auto","old_only","","3","0","0","3","0","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Zyphra","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","ashby","zyphra","https://jobs.ashbyhq.com/zyphra","true","auto","irrelevant_only","","14","0","0","0","14","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"24hourhomecare","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","24hourhomecare","https://boards.greenhouse.io/24hourhomecare","true","auto","irrelevant_only","","34","0","0","0","34","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Aevexaerospace","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","aevexaerospace","https://boards.greenhouse.io/aevexaerospace","true","auto","productive","","106","32","1","0","74","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Agilityrobotics","source_returned_jobs_all_irrelevant","high","all_listed_jobs_marked_irrelevant_by_filter; underlying_ats_supported_by_daily_sync","greenhouse","agilityrobotics","https://boards.greenhouse.io/agilityrobotics","true","auto","irrelevant_only","","47","0","0","0","47","false","ats_api","review_filter_policy","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Alpineeagle","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","alpineeagle","https://boards.greenhouse.io/alpineeagle","true","auto","productive","","20","18","0","0","2","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Altentechnologyusa","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","altentechnologyusa","https://boards.greenhouse.io/altentechnologyusa","true","auto","productive","","125","3","0","0","122","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Anduril","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","andurilindustries","https://boards.greenhouse.io/andurilindustries","true","auto","productive","","1820","398","6","0","1422","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
"Appliedintuition","source_configured_supported_ats","medium","daily_sync_ats_with_no_exception_signal_in_report_rules","greenhouse","appliedintuition","https://boards.greenhouse.io/appliedintuition","true","auto","productive","","197","4","0","0","193","false","ats_api","none","sources.csv+source_performance.csv+data\ingestion\production_source_registry.csv"
